Clover ID,Name,Alternate Name,Price,Price Type,Price Unit,Tax Rates,Cost,Product Code,SKU,Modifier Groups,Quantity,Labels,Hidden,Non-revenue item
,Edge Luch Ice,,19.99,Fixed,,1,,,814014027744,,,,,
,Edge Aloe Grape,,19.99,Fixed,,1,,,814014027812,,,,,
,Edge Pineapple Ice,,19.99,Fixed,,1,,,814014029526,,,,,
,Rebel Lemon Crumbel,,21.99,Fixed,,1,,,850027013732,,,,,
,Rebel Aloe Grape,,21.99,Fixed,,1,,,850027013633,,,,,
,Rebel Cola Ice,,21.99,Fixed,,1,,,850029352037,,,,,
,Rebel Raspberry Watermelon,,21.99,Fixed,,1,,,850027013763,,,,,
,Recharge Luch Ice,,19.99,Fixed,,1,,,850025435062,,,,,
,Recharge Pineapple Peach Mango,,19.99,Fixed,,1,,,850025435109,,,,,
,Recharge Neon Rain,,19.99,Fixed,,1,,,850025435147,,,,,
,Classic Menthol,,15.99,Fixed,,1,,,812577031604,,,,,
,Spearmint 1,,15.99,Fixed,,1,,,810054125051,,,,,
,Regular Icee Spray Candy,,3.99,Fixed,,1,,,632365122143,,,,,
,Regular Incense Holder,,4.99,Fixed,,1,,,669946000026,,,,,
,Proton,,126.99,Fixed,,1,,,6921426623748,,,,,
,Regular Inspecter 420,,15.00,Fixed,,1,,,850879000294,,,,,
,1 1\4 Slow Burning,,0.99,Fixed,,1,,,08648333,,,,,
,1.25 Slim Papers,,1.99,Fixed,,1,,,08645831,,,,,
,1.5 Papers,,1.99,Fixed,,1,,,08645637,,,,,
,Organic Hemp 1 1\5 Rolling Papers,,1.99,Fixed,,1,,,086400124041,,,,,
,Unbleached Cone 1 1/4,,2.99,Fixed,,1,,,077170119979,,,,,
,Unbleached Cone King Size,,2.99,Fixed,,1,,,077170119993,,,,,
,Regular Jouge,,,VARIABLE,,1,,,,,,,,
,Salt Nic Strawberry Kiwi 50mg,,15.99,Fixed,,1,,,788782962692,,,,,
,Salt Nic Pineapple Grapefruit 50mg,,15.99,Fixed,,1,,,788782964177,,,,,
,Salt Nic Guava Peach 25mg,,15.99,Fixed,,1,,,762876650160,,,,,
,Salt Nic Watermelon Lime 50mg,,15.99,Fixed,,1,,,788782962685,,,,,
,Salt Nic Peach Pear 25mg,,15.99,Fixed,,1,,,788782962654,,,,,
,Salt Nic Peach Pear 50mg,,15.99,Fixed,,1,,,788782962661,,,,,
,Salt Nic Guava Peach 50mg,,15.99,Fixed,,1,,,762876650177,,,,,
,Salt Nic Blueberry Lemon 25mg,,15.99,Fixed,,1,,,788782965167,,,,,
,Peach Pear 3mg,,15.99,Fixed,,1,,,750253727819,,,,,
,Blueberry Lemon 3mg,,15.99,Fixed,,1,,,788782964979,,,,,
,Strawberry Kiwi 3mg,,15.99,Fixed,,1,,,750253728410,,,,,
,Guava Peach 3mg,,15.99,Fixed,,1,,,762876650146,,,,,
,Pineapple Grapefruit 3mg,,15.99,Fixed,,1,,,788782965068,,,,,
,Juice head Peach Pear 3mg,,15.99,Fixed,,1,,,788782965037,,,,,
,Pineapple Grapefruit,,15.99,Fixed,,1,,,788782963859,,,,,
,Blueberry Lemon 3mg 1,,15.99,Fixed,,1,,,788782965228,,,,,
,Guava Peach 3mg 1,,15.99,Fixed,,1,,,762876650191,,,,,
,Guava Peach 6mg,,15.99,Fixed,,1,,,762876650153,,,,,
,Pineapple Grapefruit 6mg,,15.99,Fixed,,1,,,788782965075,,,,,
,Watermelon Lime 6mg,,15.99,Fixed,,1,,,788782965150,,,,,
,Blueberry Lemon 6m,,15.99,Fixed,,1,,,788782964986,,,,,
,Pineapple Grapefruit 6mg 1,,15.99,Fixed,,1,,,788782963866,,,,,
,Freeze Watermelon Lime 3mg,,15.99,Fixed,,1,,,788782965143,,,,,
,Watermelon Lime 6mg 1,,15.99,Fixed,,1,,,750253728397,,,,,
,Guava Peach Freeze 6mg,,15.99,Fixed,,1,,,762876650207,,,,,
,Regular Juice Head Mango Strawberry,,18.00,Fixed,,1,,,810096910141,,,,,
,Very Juicyberry,,15.99,Fixed,,1,,,643570130083,,,,,
,Frozen Banana,,15.99,Fixed,,1,,,643570182051,,,,,
,Kiwiberry,,15.99,Fixed,,1,,,616908687023,,,,,
,Strawberry Sherbet,,2.00,Fixed,,1,,,716165290155,,,,,
,Coconut Cream,,2.00,Fixed,,1,,,716165290186,,,,,
,BlackBerry Jam,,2.00,Fixed,,1,,,716165290148,,,,,
,Juicy Incense,,2.00,Fixed,,1,,,716165151944,,,,,
,Juicy Incese,,1.99,Fixed,,1,,,716165156871,,,,,
,Mello Mango 1 1\4 Rolling Papers,,2.99,Fixed,,1,,,716165178484,,,,,
,Peaches & Cream 1 1\4 Rolling Papers,,2.99,Fixed,,1,,,716165178507,,,,,
,Watermelon 1 1\4 Rolling Papers,,2.99,Fixed,,1,,,716165178545,,,,,
,Marsmallow 1 1\4 Rolling Papers,,2.99,Fixed,,1,,,716165179467,,,,,
,Pineapple  1 1\4 Rolling Papers,,2.99,Fixed,,1,,,716165200758,,,,,
,Birthday Cake King Size Rolling Papers,,3.99,Fixed,,1,,,716165172543,,,,,
,White Grape 1 1\4 Rolling Papers,,2.99,Fixed,,1,,,716165200734,,,,,
,Blueberry 1 1\4 Rolling Papers,,2.99,Fixed,,1,,,716165200673,,,,,
,Green Leaf 1 1\4 Rolling Papers,,2.99,Fixed,,1,,,716165201465,,,,,
,Juicy Jay Roller,,8.99,Fixed,,1,,,016165150276,,,,,
,Bubblegum,,2.99,Fixed,,1,,,716165179443,,,,,
,Lemon Cake,,2.00,Fixed,,1,,,716165286493,,,,,
,Purple Gelato,,2.00,Fixed,,1,,,716165286516,,,,,
,Regular Juicy Mango,,2.00,Fixed,,1,,,716165281320,,,,,
,Regular Juicy Pinnapple Shake,,,VARIABLE,,1,,,716165286509,,,,,
,Regular Juicy Wraps Cherry Pie,,2.00,Fixed,,1,,,716165286486,,,,,
,Peach Blueberry Raspberry,,16.99,Fixed,,1,,,9120030522363,,,,,
,Frozen Strawberry Kiwi,,16.99,Fixed,,1,,,9120030522233,,,,,
,Pineapple  60 Ml/100mg,,19.99,Fixed,,1,,,786032052117,,,,,
,Blue  60ml/250mg,,29.99,Fixed,,1,,,786032052698,,,,,
,Juul USB Charging Dock,,3.99,Fixed,,1,,,819913011566,,,,,
,Juul Device,,19.99,Fixed,,1,,,819913011580,,,,,
,Juul Menthol 4pods 3%,,19.99,Fixed,,1,,,840048202963,,,,,
,Juul Virginia Tobacco 4pods 3%,,19.99,Fixed,,1,,,819913011740,,,,,
,Juul Virginia Tobacco 4pods 5%,,19.99,Fixed,,1,,,819913011429,,,,,
,Juul Menthol 4pods 5%,,19.99,Fixed,,1,,,819913012594,,,,,
,Juul Virginia Tobacco 2pods 3%,,13.00,Fixed,,1,,,819913014987,,,,,
,Juul Menthol 2pods 5%,,13.00,Fixed,,1,,,819913015151,,,,,
,Regular K Haring Tray,,59.99,Fixed,,1,,,814725025763,,,,,
,Tray,,59.99,Fixed,,1,,,814725025770,,,,,
,Alkaloid Concentrate Oil,,22.99,Fixed,,1,,,820103507103,,,,,
,Original,,0.99,Fixed,,1,,,840439106122,,,,,
,Tropic Trip,,0.99,Fixed,,1,,,840439106153,,,,,
,1 1\4 Rolling Papers,,0.99,Fixed,,1,,,816568019138,,,,,
,Beach Tree,,1.99,Fixed,,1,,,850018987677,,,,,
,Gold Mini,,14.99,Fixed,,1,,,850018987103,,,,,
,Watermelon Wave Slims,,3.99,Fixed,,1,,,850018987042,,,,,
,Mango OG Minis,,3.99,Fixed,,1,,,850018987479,,,,,
,Banana Cream Minis,,3.99,Fixed,,1,,,854029008697,,,,,
,Magic Mint Slims,,3.99,Fixed,,1,,,854029008758,,,,,
,Gelato Cream Rollies,,2.99,Fixed,,1,,,810089610300,,,,,
,Fruit Passion Minis,,3.99,Fixed,,1,,,854029008666,,,,,
,2 Slim,,2.49,Fixed,,1,,,854029008482,,,,,
,Berry Terps Minis,,3.99,Fixed,,1,,,850018987318,,,,,
,Lemon Haze Minis,,3.99,Fixed,,1,,,850018987448,,,,,
,Smoke Clip Gold,,14.99,Fixed,,1,,,850018987141,,,,,
,Perfect Pear Rollies,,1.99,Fixed,,1,,,850018987653,,,,,
,Cherry Charm Rollies,,2.99,Fixed,,1,,,810089610294,,,,,
,Pine Drip 1,,8.99,Fixed,,1,,,850018987363,,,,,
,Green Apple Single Roll,,3.99,Fixed,,1,,,850018987615,,,,,
,Honey Orange Minis,,3.99,Fixed,,1,,,810089610331,,,,,
,Irish Cream 5pk,,7.99,Fixed,,1,,,850018987394,,,,,
,Rose Cone,,11.99,Fixed,,1,,,810089612274,,,,,
,Guava The Great Single Roll,,3.99,Fixed,,1,,,850018987622,,,,,
,Grape-HD Single Roll,,3.99,Fixed,,1,,,850018987639,,,,,
,Berry Terps Minis King palm,,4.99,Fixed,,1,,,854029008734,,,,,
,Peach Tree Rollies,,2.99,Fixed,,1,,,810089610317,,,,,
,Strawberry Shortcake Minis,,4.99,Fixed,,1,,,810089610904,,,,,
,Blue Grape Minis,,4.99,Fixed,,1,,,810089610515,,,,,
,Lemon Haze Tips,,0.99,Fixed,,1,,,850018987455,,,,,
,Mango Og Tips,,0.99,Fixed,,1,,,850018987486,,,,,
,Berry Terps Tips,,2.00,Fixed,,1,,,854029008741,,,,,
,Watermelon Wave Slims King Palms,,3.99,Fixed,,1,,,854029008765,,,,,
,Mojito Ice Wraps,,2.49,Fixed,,1,,,850018987172,,,,,
,Margarita Minis,,3.99,Fixed,,1,,,854029008710,,,,,
,Banana Cream Minis King Palms,,3.99,Fixed,,1,,,850018987059,,,,,
,Pumpkin Cream Minis,,3.99,Fixed,,1,,,810089610911,,,,,
,Crystal Clip,,11.99,Fixed,,1,,,850018987509,,,,,
,Mini,,3.50,Fixed,,1,,,854029008048,,,,,
,Cigar Roller,,6.99,Fixed,,1,,,716165284048,,,,,
,Regular Knifes,,,VARIABLE,,1,,,,,,,,
,Mango  Seltzer,,5.99,Fixed,,1,,,850004366905,,,,,
,Citrus Seltzer,,5.99,Fixed,,1,,,850004366899,,,,,
,Berry Seltzer,,5.99,Fixed,,1,,,850004366882,,,,,
,Regular Koko Nuggz,,9.99,Fixed,,1,,,856532007266,,,,,
,Natural Kong Wrapps,,0.99,Fixed,,1,,,862571000335,,,,,
,Hippy Honey,,0.99,Fixed,,1,,,860001736861,,,,,
,Kong Wedding Cake,,0.99,Fixed,,1,,,860001736854,,,,,
,Kong Strawberry Shortcake,,0.99,Fixed,,1,,,860006269128,,,,,
,Kong Forbidden Fruit,,0.99,Fixed,,1,,,860001736830,,,,,
,Regular Kool’s,,,VARIABLE,,1,,,,,,,,
,Menthol,,7.99,Fixed,,1,,,09057136,,,,,
,Menthol Kings,,7.99,Fixed,,1,,,090500010005,,,,,
,PF Classic,,34.99,Fixed,,1,,,679628915265,,,,,
,Pesa,,24.99,Fixed,,1,,,679628915272,,,,,
,Treasure Coast,,24.99,Fixed,,1,,,752349473907,,,,,
,Cranberry,,10.00,Fixed,,1,,,6921101228435,,,,,
,Mango Larbe,,10.00,Fixed,,1,,,6921101228442,,,,,
,Roasted Fish Flavor,,7.00,Fixed,,1,,,6924743927162,,,,,
,Meing Kam Krob Ros,,7.00,Fixed,,1,,,8850718807925,,,,,
,Salted Egg,,7.00,Fixed,,1,,,8850718812899,,,,,
,Roasted Garlic Oyster Flavor,,7.00,Fixed,,1,,,6924743927155,,,,,
,Nori Seaweed,,7.00,Fixed,,1,,,8850718801886,,,,,
,Spicy Lobster,,7.00,Fixed,,1,,,8850718807918,,,,,
,Black Truffle Flavor,,7.00,Fixed,,1,,,6924743928718,,,,,
,Hibiscus Cherry Shrimp Flavor,,7.00,Fixed,,1,,,6924743928701,,,,,
,BBQ Prik Zab Zeed,,7.00,Fixed,,1,,,8850718815401,,,,,
,Pure Spicy,,7.00,Fixed,,1,,,6924743919808,,,,,
,Sour Cream And Onion,,7.00,Fixed,,1,,,8850718815807,,,,,
,Scallop Butter Garlic,,7.00,Fixed,,1,,,8850718815029,,,,,
,2 In 1 Shrimp Grill Seafood Sauce,,7.00,Fixed,,1,,,8850718810505,,,,,
,Numb&spicy Hot Pot,,7.00,Fixed,,1,,,6924743919273,,,,,
,Roasted Cumin Lamb Skewer,,7.00,Fixed,,1,,,6924743927148,,,,,
,Crispy Fried Chicken,,7.00,Fixed,,1,,,4710543322229,,,,,
,Popcorn 3 In 1,,7.00,Fixed,,1,,,8850718817627,,,,,
,Truffle,,7.00,Fixed,,1,,,8850718817351,,,,,
,Sweet Basil,,6.99,Fixed,,1,,,8850718801671,,,,,
,Hot Chili Squid,,6.99,Fixed,,1,,,8850718803569,,,,,
,Mexican Chicken Tomato Flavor,,6.99,Fixed,,1,,,6924743919242,,,,,
,Lays Can Tomato,,6.99,Fixed,,1,,,6924743927933,,,,,
,Lays Can Cucumber,,6.99,Fixed,,1,,,6924743927940,,,,,
,Blueberry CBD,,11.99,Fixed,,1,,,856078008758,,,,,
,Magic Potion,,19.99,Fixed,,1,,,683332494947,,,,,
,Premium Bali Powder,,17.99,Fixed,,1,,,701142691735,,,,,
,White Maeng Da Powder,,17.99,Fixed,,1,,,612508304032,,,,,
,Red meang Da Powder,,17.99,Fixed,,1,,,612508304124,,,,,
,Borneo Powder,,17.99,Fixed,,1,,,612508304063,,,,,
,Thai Powder,,,VARIABLE,,1,,,,,,,,
,White Maeng Da 500ct.,,89.99,Fixed,,1,,,683332493667,,,,,
,Premium Malay 225ct.,,27.99,Fixed,,1,,,701142691674,,,,,
,White Maeng Da 225ct.,,27.99,Fixed,,1,,,612508303998,,,,,
,Red Maeng Da 225ct.,,27.99,Fixed,,1,,,612508304148,,,,,
,Premium Bali 225ct.,,27.99,Fixed,,1,,,701142691728,,,,,
,Tesla Torch,,24.99,Fixed,,1,,,818766014373,,,,,
,Zengaz,,7.99,Fixed,,1,,,840110700007,,,,,
,Clipper RAW,,2.99,Fixed,,1,,,091585021658,,,,,
,Clipper RAW Black,,2.99,Fixed,,1,,,091585029623,,,,,
,Clipper Carnival,,2.99,Fixed,,1,,,091585029715,,,,,
,Clipper Reusable,,2.99,Fixed,,1,,,745114919663,,,,,
,Clipper Jet,,2.99,Fixed,,1,,,091585034078,,,,,
,Mk,,0.99,Fixed,,1,,,855553008238,,,,,
,Mk Jet,,1.99,Fixed,,1,,,855553008245,,,,,
,BIC Small,,1.99,Fixed,,1,,,07033245,,,,,
,BIC Large,,2.99,Fixed,,1,,,070330600065,,,,,
,Low Rider,,1.99,Fixed,,1,,,630187580868,,,,,
,Clipper Leaves Gold,,14.99,Fixed,,1,,,0091585030087,,,,,
,Clipper Icy,,14.99,Fixed,,1,,,091585024055,,,,,
,Hawaiian,,1.99,Fixed,,1,,,853195010206,,,,,
,Zippo Wick,,1.59,Fixed,,1,,,041689560010,,,,,
,Zippo Flints,,2.99,Fixed,,1,,,041689200657,,,,,
,Whip-it Edge Black,,34.99,Fixed,,1,,,858424002151,,,,,
,Whip-it Edge Pink,,34.99,Fixed,,1,,,065626869820,,,,,
,Whip-it ION Lite,,24.99,Fixed,,1,,,065626877436,,,,,
,Mega Fire TC001,,20.99,Fixed,,1,,,9120030522172,,,,,
,Special Blue Inferno,,21.99,Fixed,,1,,,811490971868,,,,,
,Special Blue Eagle,,6.99,Fixed,,1,,,853195010503,,,,,
,Whip-it ION Pink,,32.99,Fixed,,1,,,858424002755,,,,,
,Whip-it ION Red,,34.99,Fixed,,1,,,858424002779,,,,,
,Special Blue Burnie,,5.99,Fixed,,1,,,811490562486,,,,,
,Click It Torch,,48.99,Fixed,,1,,,737488030068,,,,,
,Mega Fir TC005,,27.99,Fixed,,1,,,9120030520697,,,,,
,Special Blue C20,,3.99,Fixed,,1,,,811490502253,,,,,
,Special Blue K20,,2.99,Fixed,,1,,,811490568624,,,,,
,Zengaz Torsh,,22.99,Fixed,,1,,,840110700021,,,,,
,Special Blue Purble Haze,,14.99,Fixed,,1,,,811490552135,,,,,
,Bic Design Lighter,,2.99,Fixed,,1,,,070330653924,,,,,
,Clipper Jet Flam,,2.99,Fixed,,1,,,091585037123,,,,,
,Backwoods Torch,,7.99,Fixed,,1,,,707670001398,,,,,
,Eagle Mini Torch,,4.99,Fixed,,1,,,853195000498,,,,,
,Clippers With Cover,,3.99,Fixed,,1,,,091585031671,,,,,
,Clipper Dogg,,4.99,Fixed,,1,,,091585025427,,,,,
,Maven Alpha,,9.00,Fixed,,1,,,810093290338,,,,,
,Bic TX Lighter,,2.99,Fixed,,1,,,070330645936,,,,,
,Mk Lighters,,0.99,Fixed,,1,,,018505133390,,,,,
,Clippers Case,,3.99,Fixed,,1,,,091585031763,,,,,
,Lighter,,3.00,Fixed,,1,,,853195010633,,,,,
,Clipper Lighter,,3.99,Fixed,,1,,,091585031794,,,,,
,Raw Bic,,3.00,Fixed,,1,,,,,,,,
,Bic 2,,2.99,Fixed,,1,,,070330622401,,,,,
,Cork Lighhters,,5.00,Fixed,,1,,,091585031824,,,,,
,Playboy Bic,,3.00,Fixed,,1,,,070330633254,,,,,
,Cowboy Bic,,2.99,Fixed,,1,,,070330610507,,,,,
,Long Lighter,,2.99,Fixed,,1,,,070330658721,,,,,
,Double Barrell Shotgun Lighter,,4.99,Fixed,,1,,,737488029413,,,,,
,Regular Lip Gloss,,3.99,Fixed,,1,,,672813080380,,,,,
,Miami Mango,,0.99,Fixed,,1,,,684191833588,,,,,
,Original Lit Wraps,,0.99,Fixed,,1,,,684191833434,,,,,
,Regular LockNLoad,,9.99,Fixed,,1,,,,,,,,
,Mini Loka,,14.99,Fixed,,1,,,734413317591,,,,,
,Seahorse Max Red,,199.99,Fixed,,1,,,6973199591885,,,,,
,Seahorse Max Green,,199.99,Fixed,,1,,,6973199591915,,,,,
,Unicorn,,199.99,Fixed,,1,,,6973199591816,,,,,
,Seahorse Pro,,49.99,Fixed,,1,,,6973199590338,,,,,
,Snail 2.0 Black,,34.99,Fixed,,1,,,6973199595258,,,,,
,Seahorse,,39.99,Fixed,,1,,,817393029927,,,,,
,Snail,,29.99,Fixed,,1,,,817393029842,,,,,
,Lookah,,120.00,Fixed,,1,,,817393029774,,,,,
,Snail 2.0 Blue,,34.99,Fixed,,1,,,6973199595234,,,,,
,Snail 2.0 Green,,34.99,Fixed,,1,,,6973199595265,,,,,
,Snail 2.0 Red,,34.99,Fixed,,1,,,6973199595227,,,,,
,Seahorse Pro Plus Red,,69.99,Fixed,,1,,,6973199593872,,,,,
,Lookah Mini Unicorn,,99.99,Fixed,,1,,,6973199595876,,,,,
,Seahorse Pro Plus Black,,69.99,Fixed,,1,,,6973199593926,,,,,
,Regular Lookah Cartridge Batteries,,24.99,Fixed,,1,,,,,,,,
,Regular Lookah Dragon Egg Yellow,,120.00,Fixed,,1,,,6973199598495,,,,,
,Banana Dream,,11.99,Fixed,,1,,,658238734770,,,,,
,Honey Bourban,,11.99,Fixed,,1,,,616663964919,,,,,
,Natural Dark Leaf,,11.99,Fixed,,1,,,616663964995,,,,,
,Ice Cold,,11.99,Fixed,,1,,,658238734794,,,,,
,Strawberry Dream,,11.99,Fixed,,1,,,616663964926,,,,,
,Reserve Black Edition,,11.99,Fixed,,1,,,660111933712,,,,,
,Russian Cream Loose leaf,,11.99,Fixed,,1,,,616663964988,,,,,
,Thelema Ukirn Leather,,49.99,Fixed,,1,,,6972791012286,,,,,
,Thelema Black,,49.99,Fixed,,1,,,6972791012408,,,,,
,Regular Loyalty Program,,10.00,Fixed,,1,,,,,,,,
,Regular Lucio Air,,20.00,Fixed,,1,,,643934804841,,,,,
,Strawberry Ice lucio air,,20.00,Fixed,,1,,,643934804889,,,,,
,Krispy Treats,,20.00,Fixed,,1,,,689396018501,,,,,
,Regular Lucky Strikes,,,VARIABLE,,1,,,,,,,,
,Red Lucky Strikes,,7.99,Fixed,,1,,,043300109172,,,,,
,Non Filter,,10.49,Fixed,,1,,,04331237,,,,,
,Red 100s,,7.99,Fixed,,1,,,043300109264,,,,,
,Silver,,8.60,Fixed,,1,,,02847722,,,,,
,Blend 27,,8.60,Fixed,,1,,,02826428,,,,,
,NXT,,8.60,Fixed,,1,,,028200317728,,,,,
,Red Marlboro,,8.60,Fixed,,1,,,02835727,,,,,
,Red 100's,,8.60,Fixed,,1,,,02836328,,,,,
,Special Select,,8.60,Fixed,,1,,,02842222,,,,,
,Gold,,8.60,Fixed,,1,,,02838423,,,,,
,Black 100's,,8.60,Fixed,,1,,,02895321,,,,,
,Blend 27 100's,,8.00,Fixed,,1,,,02894827,,,,,
,Special Select 100's,,8.60,Fixed,,1,,,02842329,,,,,
,Gold 100s,,8.60,Fixed,,1,,,02846529,,,,,
,Black Reg,,8.60,Fixed,,1,,,02895224,,,,,
,Menthol 72s,,8.68,Fixed,,1,,,02896223,,,,,
,Regular Martian,,20.00,Fixed,,1,,,681541639302,,,,,
,Regular Maven Alpha Torch,,10.00,Fixed,,1,,,810093290321,,,,,
,Maven Alpha Torch,,10.00,Fixed,,1,,,810093290314,,,,,
,Alpha,,9.99,Fixed,,1,,,810093290307,,,,,
,Bahraini Two Apples Molasses 250g,,29.99,Fixed,,1,,,6253345307103,,,,,
,Two Apples Molasses 250g,,24.99,Fixed,,1,,,6253345300685,,,,,
,Ruby Crush Molasses 250g,,24.99,Fixed,,1,,,6253345321352,,,,,
,Blueberry With Cream Molasses,,24.99,Fixed,,1,,,6253345323097,,,,,
,Candy Drops Molasses,,24.99,Fixed,,1,,,6253345321345,,,,,
,Lemon With Mint Molasses,,24.99,Fixed,,1,,,6253345300722,,,,,
,Grape Molasses,,24.99,Fixed,,1,,,6253345300630,,,,,
,Strawberry Molasses,,24.99,Fixed,,1,,,6253345300678,,,,,
,Blueberry Exotica Molasses,,24.99,Fixed,,1,,,6253345304416,,,,,
,Love Molasses,,24.99,Fixed,,1,,,6253345328337,,,,,
,360K,,9.99,Fixed,,1,,,689466132595,,,,,
,720K,,14.99,Fixed,,1,,,040232163883,,,,,
,Regular Medtainer,,14.99,Fixed,,1,,,MEDT-SC,,,,,
,Jewel Mint,,16.99,Fixed,,1,,,9120030523155,,,,,
,Jewel Mango,,16.99,Fixed,,1,,,9120030523391,,,,,
,Strewberry Watermelon Bubbke Gum Ice,,16.99,Fixed,,1,,,9120030523179,,,,,
,Hawaii 55mg,,14.99,Fixed,,1,,,9120030520116,,,,,
,Strawberry Watermelon 55mg,,14.99,Fixed,,1,,,9120030520369,,,,,
,Pina Colada,,14.99,Fixed,,1,,,9120030520192,,,,,
,Blueberry Mega 1,,14.99,Fixed,,1,,,9120030520284,,,,,
,O.M.G 55mg,,14.99,Fixed,,1,,,9120030520260,,,,,
,Strawberry 55mg,,14.99,Fixed,,1,,,9120030520307,,,,,
,Sour Apple 55mg,,14.99,Fixed,,1,,,9120030520246,,,,,
,Melon Ice 55mg,,14.99,Fixed,,1,,,9120030520253,,,,,
,Orange Soda 55mg,,14.99,Fixed,,1,,,9120030521397,,,,,
,Lemon Drop 55mg,,14.99,Fixed,,1,,,9120030520338,,,,,
,Grape 55mg,,14.99,Fixed,,1,,,9120030520291,,,,,
,Blue Raz,,14.99,Fixed,,1,,,9120030520598,,,,,
,Regular Metal Clipper Lighter,,14.99,Fixed,,1,,,,,,,,
,Skim Pen Lime Green,,10.99,Fixed,,1,,,METRIX-2012,,,,,
,Slim Pen Yellow,,10.99,Fixed,,1,,,METRIX-2015,,,,,
,Regular Million,,,VARIABLE,,1,,,,,,,,
,Bananas,,2.99,Fixed,,1,,,742832389716,,,,,
,Cigarette Rolling Machine,,4.99,Fixed,,1,,,,,,,,
,Mitragyna Speciosa Extract,,19.99,Fixed,,1,,,680201857186,,,,,
,Type C Cable,,9.99,Fixed,,1,,,791280209732,,,,,
,IPhone Cable,,9.99,Fixed,,1,,,791280209725,,,,,
,USB Car Plug,,9.99,Fixed,,1,,,791256048242,,,,,
,USB Home Plug,,9.99,Fixed,,1,,,791256048259,,,,,
,Regular Monkey Flask,,24.99,Fixed,,1,,,850024969001,,,,,
,Strawberry Kiwi Pomegranate,,15.99,Fixed,,1,,,697794362621,,,,,
,Banana Ice Monster bars,,15.99,Fixed,,1,,,795152406601,,,,,
,Black n2go Chillum dab,,19.99,Fixed,,1,,,860006860103,,,,,
,Green n2go Chillum dab,,19.99,Fixed,,1,,,860006860127,,,,,
,Melon 3mg naked,,19.99,Fixed,,1,,,840094600492,,,,,
,Melon 6mg naked,,19.99,Fixed,,1,,,840094600508,,,,,
,Really Berry 3mg,,19.99,Fixed,,1,,,840094600294,,,,,
,Berry 6mg,,19.99,Fixed,,1,,,840094600546,,,,,
,Hawaiian POG 3mg,,19.99,Fixed,,1,,,840094600133,,,,,
,Lava Flow 3mg 1,,19.99,Fixed,,1,,,840094600171,,,,,
,Lava Flow 6mg 1,,19.99,Fixed,,1,,,840094600188,,,,,
,Strawberry 3mg,,19.99,Fixed,,1,,,840094600737,,,,,
,Salt Melon 50mg,,19.99,Fixed,,1,,,840094603011,,,,,
,Slat Berry 50mg,,19.99,Fixed,,1,,,840094603134,,,,,
,Salt Maui Sun 50mg,,19.99,Fixed,,1,,,840094602854,,,,,
,Salt Hawaiin POG 50mg,,19.99,Fixed,,1,,,840094602779,,,,,
,Salt Lava Flow 50mg,,19.99,Fixed,,1,,,840094602816,,,,,
,Salt Mango 35mg,,19.99,Fixed,,1,,,021893839713,,,,,
,Salt Strawberry POM 35mg,,19.99,Fixed,,1,,,840094602953,,,,,
,Salt Maui SUN 35mg,,19.99,Fixed,,1,,,840094602830,,,,,
,Salt Cuban Blend 35mg,,19.99,Fixed,,1,,,840094603547,,,,,
,Salt Really Berry 35 Mg,,19.99,Fixed,,1,,,840094602878,,,,,
,Salt Mint 35mg,,19.99,Fixed,,1,,,840094602915,,,,,
,Salt Lava Flow 35mg,,19.99,Fixed,,1,,,840094602793,,,,,
,Salt Hawaiian POG 35mg,,19.99,Fixed,,1,,,840094602755,,,,,
,Salt Berry 35mg,,19.99,Fixed,,1,,,840094603110,,,,,
,Salt Melon Kiwi 35mg,,19.99,Fixed,,1,,,840094602717,,,,,
,Salt Melon 35mg,,19.99,Fixed,,1,,,840094602991,,,,,
,Red Bali 30 Caps,,10.99,Fixed,,1,,,768855522558,,,,,
,White Maeng Da 30 Caps,,10.99,Fixed,,1,,,768855522572,,,,,
,Green Malay 30caps,,10.99,Fixed,,1,,,768855522589,,,,,
,Green Malay 4oz Powder,,25.99,Fixed,,1,,,712971629240,,,,,
,Red Bali 1oz Powder,,11.99,Fixed,,1,,,712971629288,,,,,
,Bali Gold 1oz Powder,,11.99,Fixed,,1,,,712971629301,,,,,
,Regular 100's,,9.50,Fixed,,1,,,02657318,,,,,
,KS Box,,9.50,Fixed,,1,,,02657512,,,,,
,Newport Red,,9.50,Fixed,,1,,,02665618,,,,,
,Regular Nicotine Gum,,12.00,Fixed,,1,,,094187052709,,,,,
,Red Maeng Da Powder 500g,,49.99,Fixed,,1,,,681920398028,,,,,
,Maeng Da Powder 500g,,49.99,Fixed,,1,,,681920398011,,,,,
,Liquid Kratom,,24.99,Fixed,,1,,,650075995130,,,,,
,Maeng Da 16caps,,6.99,Fixed,,1,,,616641496562,,,,,
,Maeng Da 30 Caps,,9.99,Fixed,,1,,,616641496555,,,,,
,Thai 60 Caps,,14.99,Fixed,,1,,,616641496517,,,,,
,Malay 60 Caps,,14.99,Fixed,,1,,,700598108996,,,,,
,Borner 60 Caps,,14.99,Fixed,,1,,,650075994348,,,,,
,Super Green Borneo 1oz,,9.99,Fixed,,1,,,650075994294,,,,,
,Malay 120 Caps,,24.99,Fixed,,1,,,700598114683,,,,,
,Maeng Da 120 Caps,,24.99,Fixed,,1,,,700598114669,,,,,
